political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,Absentee Voting Votes,Early Voting Votes,early_votes,election_votes
Wheeler County,3/3/2020,Primary ,,,4 - DEM,176,"Chief Justice, Supreme Court",Jerry Zimmerer,0,0,0,1
Wheeler County,3/3/2020,Primary ,,,4 - DEM,176,"Chief Justice, Supreme Court",Amy Clark Meachum,1,2,3,0
Wheeler County,3/3/2020,Primary ,,,4 - DEM,176,"Justice, Supreme Court, Place 6 - Unexpired Term",Kathy Cheng,1,1,2,0
Wheeler County,3/3/2020,Primary ,,,4 - DEM,176,"Justice, Supreme Court, Place 6 - Unexpired Term",Larry Praeger,0,0,0,1
Wheeler County,3/3/2020,Primary ,,,4 - DEM,176,"Justice, Supreme Court, Place 7",Staci Williams,1,1,2,1
Wheeler County,3/3/2020,Primary ,,,4 - DEM,176,"Justice, Supreme Court, Place 7",Brandy Voss,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,4 - DEM,176,"Justice, Supreme Court, Place 8",Gisela D. Triana,1,1,2,0
Wheeler County,3/3/2020,Primary ,,,4 - DEM,176,"Justice, Supreme Court, Place 8",Peter Kelly,0,0,0,1
Wheeler County,3/3/2020,Primary ,,,4 - DEM,176,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell,1,1,2,0
Wheeler County,3/3/2020,Primary ,,,4 - DEM,176,"Judge, Court of Criminal Appeals, Place 3",William Pieratt Demond,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,4 - DEM,176,"Judge, Court of Criminal Appeals, Place 3",Dan Wood,0,0,0,1
Wheeler County,3/3/2020,Primary ,,,4 - DEM,176,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton,1,1,2,1
Wheeler County,3/3/2020,Primary ,,,4 - DEM,176,"Judge, Court of Criminal Appeals, Place 4",Steven Miears,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,4 - DEM,176,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham,1,1,2,1
Wheeler County,3/3/2020,Primary ,,,4 - DEM,176,"Member, State Board of Education, District 15",John Betancourt,1,1,2,1
Wheeler County,3/3/2020,Primary ,,,4 - DEM,176,"State Representative, District 68",Patsy Ledbetter,1,1,2,1
Wheeler County,3/3/2020,Primary ,,,4 - DEM,176,Sheriff,Julian M. Torres,1,2,3,0
Wheeler County,3/3/2020,Primary ,,,4 - DEM,176,Proposition #1,Yes,1,1,2,1
Wheeler County,3/3/2020,Primary ,,,4 - DEM,176,Proposition #1,No,0,1,1,0
Wheeler County,3/3/2020,Primary ,,,4 - DEM,176,Proposition #2,Yes,0,1,1,1
Wheeler County,3/3/2020,Primary ,,,4 - DEM,176,Proposition #2,No,0,1,1,0
Wheeler County,3/3/2020,Primary ,,,4 - DEM,176,Proposition #3,Yes,1,1,2,1
Wheeler County,3/3/2020,Primary ,,,4 - DEM,176,Proposition #3,No,0,1,1,0
Wheeler County,3/3/2020,Primary ,,,4 - DEM,176,Proposition #4,Yes,0,1,1,1
Wheeler County,3/3/2020,Primary ,,,4 - DEM,176,Proposition #4,No,1,0,1,0
Wheeler County,3/3/2020,Primary ,,,4 - DEM,176,Proposition #5,Yes,1,1,2,1
Wheeler County,3/3/2020,Primary ,,,4 - DEM,176,Proposition #5,No,0,1,1,0
Wheeler County,3/3/2020,Primary ,,,4 - DEM,176,Proposition #6,Yes,1,2,3,1
Wheeler County,3/3/2020,Primary ,,,4 - DEM,176,Proposition #6,No,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,4 - DEM,176,Proposition #7,Yes,1,1,2,1
Wheeler County,3/3/2020,Primary ,,,4 - DEM,176,Proposition #7,No,0,1,1,0
Wheeler County,3/3/2020,Primary ,,,4 - DEM,176,Proposition #8,Yes,1,2,3,1
Wheeler County,3/3/2020,Primary ,,,4 - DEM,176,Proposition #8,No,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,4 - DEM,176,Proposition #9,Yes,1,2,3,1
Wheeler County,3/3/2020,Primary ,,,4 - DEM,176,Proposition #9,No,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,4 - DEM,176,Proposition #10,Yes,1,2,3,1
Wheeler County,3/3/2020,Primary ,,,4 - DEM,176,Proposition #10,No,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,4 - DEM,176,Proposition #11,Yes,0,2,2,1
Wheeler County,3/3/2020,Primary ,,,4 - DEM,176,Proposition #11,No,1,0,1,0
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,President,Elizabeth Warren,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,President,Julián Castro,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,President,Robby Wells,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,President,Amy Klobuchar,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,President,Tulsi Gabbard,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,President,Cory Booker,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,President,Michael R. Bloomberg,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,President,"Roque ""Rocky"" De La Fuente",0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,President,Tom Steyer,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,President,Pete Buttigieg,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,President,Joseph R. Biden,0,0,0,2
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,President,Bernie Sanders,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,President,Michael Bennet,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,President,Andrew Yang,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,President,Marianne Williamson,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,President,John K. Delaney,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,President,Deval Patrick,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,United States Senator,Adrian Ocegueda,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,United States Senator,Sema Hernandez,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,United States Senator,Royce West,0,0,0,1
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,United States Senator,Michael Cooper,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,United States Senator,Cristina Tzintzun Ramirez,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,United States Senator,"Annie ""Mamá"" Garcia",0,0,0,1
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,United States Senator,Victor Hugo Harris,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,United States Senator,Jack Daniel Foster Jr,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,United States Senator,"Mary ""MJ"" Hegar",0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,United States Senator,D. R. Hunter,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,United States Senator,Chris Bell,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,United States Senator,Amanda K. Edwards,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,"United States Representative, District No. 13",Greg Sagan,0,0,0,1
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,"United States Representative, District No. 13",Gus Trujillo,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,"United States Representative, District No. 13",Timothy W. Gassaway,0,0,0,1
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,Railroad Commissioner,Chrysta Castañeda,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,Railroad Commissioner,Mark Watson,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,Railroad Commissioner,Kelly Stone,0,0,0,1
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",0,0,0,1
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,"Chief Justice, Supreme Court",Jerry Zimmerer,0,0,0,1
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,"Chief Justice, Supreme Court",Amy Clark Meachum,0,0,0,1
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,"Justice, Supreme Court, Place 6 - Unexpired Term",Kathy Cheng,0,0,0,1
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,"Justice, Supreme Court, Place 6 - Unexpired Term",Larry Praeger,0,0,0,1
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,"Justice, Supreme Court, Place 7",Staci Williams,0,0,0,2
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,"Justice, Supreme Court, Place 7",Brandy Voss,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,"Justice, Supreme Court, Place 8",Gisela D. Triana,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,"Justice, Supreme Court, Place 8",Peter Kelly,0,0,0,2
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell,0,0,0,1
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,"Judge, Court of Criminal Appeals, Place 3",William Pieratt Demond,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,"Judge, Court of Criminal Appeals, Place 3",Dan Wood,0,0,0,1
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton,0,0,0,2
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,"Judge, Court of Criminal Appeals, Place 4",Steven Miears,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham,0,0,0,2
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,"Member, State Board of Education, District 15",John Betancourt,0,0,0,2
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,"State Representative, District 68",Patsy Ledbetter,0,0,0,2
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,Sheriff,Julian M. Torres,0,0,0,2
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,Proposition #1,Yes,0,0,0,2
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,Proposition #1,No,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,Proposition #2,Yes,0,0,0,2
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,Proposition #2,No,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,Proposition #3,Yes,0,0,0,2
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,Proposition #3,No,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,Proposition #4,Yes,0,0,0,2
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,Proposition #4,No,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,Proposition #5,Yes,0,0,0,2
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,Proposition #5,No,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,Proposition #6,Yes,0,0,0,2
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,Proposition #6,No,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,Proposition #7,Yes,0,0,0,2
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,Proposition #7,No,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,Proposition #8,Yes,0,0,0,2
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,Proposition #8,No,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,Proposition #9,Yes,0,0,0,2
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,Proposition #9,No,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,Proposition #10,Yes,0,0,0,2
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,Proposition #10,No,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,Proposition #11,Yes,0,0,0,2
Wheeler County,3/3/2020,Primary ,,,5 - DEM,100,Proposition #11,No,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,President,Elizabeth Warren,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,President,Julián Castro,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,President,Robby Wells,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,President,Amy Klobuchar,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,President,Tulsi Gabbard,0,1,1,0
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,President,Cory Booker,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,President,Michael R. Bloomberg,0,0,0,1
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,President,"Roque ""Rocky"" De La Fuente",0,0,0,0
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,President,Tom Steyer,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,President,Pete Buttigieg,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,President,Joseph R. Biden,0,0,0,1
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,President,Bernie Sanders,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,President,Michael Bennet,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,President,Andrew Yang,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,President,Marianne Williamson,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,President,John K. Delaney,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,President,Deval Patrick,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,United States Senator,Adrian Ocegueda,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,United States Senator,Sema Hernandez,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,United States Senator,Royce West,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,United States Senator,Michael Cooper,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,United States Senator,Cristina Tzintzun Ramirez,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,United States Senator,"Annie ""Mamá"" Garcia",0,0,0,0
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,United States Senator,Victor Hugo Harris,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,United States Senator,Jack Daniel Foster Jr,0,1,1,0
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,United States Senator,"Mary ""MJ"" Hegar",0,0,0,1
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,United States Senator,D. R. Hunter,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,United States Senator,Chris Bell,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,United States Senator,Amanda K. Edwards,0,0,0,1
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,"United States Representative, District No. 13",Greg Sagan,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,"United States Representative, District No. 13",Gus Trujillo,0,1,1,1
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,"United States Representative, District No. 13",Timothy W. Gassaway,0,0,0,1
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,Railroad Commissioner,Chrysta Castañeda,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,Railroad Commissioner,Mark Watson,0,0,0,1
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,Railroad Commissioner,Kelly Stone,0,1,1,0
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",0,0,0,1
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,"Chief Justice, Supreme Court",Jerry Zimmerer,0,1,1,1
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,"Chief Justice, Supreme Court",Amy Clark Meachum,0,0,0,1
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,"Justice, Supreme Court, Place 6 - Unexpired Term",Kathy Cheng,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,"Justice, Supreme Court, Place 6 - Unexpired Term",Larry Praeger,0,1,1,2
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,"Justice, Supreme Court, Place 7",Staci Williams,0,1,1,1
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,"Justice, Supreme Court, Place 7",Brandy Voss,0,0,0,1
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,"Justice, Supreme Court, Place 8",Gisela D. Triana,0,0,0,1
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,"Justice, Supreme Court, Place 8",Peter Kelly,0,1,1,1
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell,0,0,0,1
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,"Judge, Court of Criminal Appeals, Place 3",William Pieratt Demond,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,"Judge, Court of Criminal Appeals, Place 3",Dan Wood,0,1,1,1
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton,0,0,0,2
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,"Judge, Court of Criminal Appeals, Place 4",Steven Miears,0,1,1,0
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham,0,1,1,2
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,"Member, State Board of Education, District 15",John Betancourt,0,1,1,2
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,"State Representative, District 68",Patsy Ledbetter,0,1,1,2
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,Sheriff,Julian M. Torres,0,1,1,2
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,Proposition #1,Yes,0,1,1,2
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,Proposition #1,No,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,Proposition #2,Yes,0,0,0,2
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,Proposition #2,No,0,1,1,0
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,Proposition #3,Yes,0,1,1,2
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,Proposition #3,No,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,Proposition #4,Yes,0,1,1,2
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,Proposition #4,No,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,Proposition #5,Yes,0,1,1,2
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,Proposition #5,No,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,Proposition #6,Yes,0,1,1,2
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,Proposition #6,No,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,Proposition #7,Yes,0,1,1,2
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,Proposition #7,No,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,Proposition #8,Yes,0,1,1,2
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,Proposition #8,No,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,Proposition #9,Yes,0,1,1,2
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,Proposition #9,No,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,Proposition #10,Yes,0,1,1,2
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,Proposition #10,No,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,Proposition #11,Yes,0,1,1,2
Wheeler County,3/3/2020,Primary ,,,6 - DEM,120,Proposition #11,No,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,President,Elizabeth Warren,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,President,Julián Castro,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,President,Robby Wells,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,President,Amy Klobuchar,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,President,Tulsi Gabbard,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,President,Cory Booker,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,President,Michael R. Bloomberg,0,1,1,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,President,"Roque ""Rocky"" De La Fuente",0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,President,Tom Steyer,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,President,Pete Buttigieg,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,President,Joseph R. Biden,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,President,Bernie Sanders,0,1,1,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,President,Michael Bennet,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,President,Andrew Yang,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,President,Marianne Williamson,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,President,John K. Delaney,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,President,Deval Patrick,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,United States Senator,Adrian Ocegueda,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,United States Senator,Sema Hernandez,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,United States Senator,Royce West,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,United States Senator,Michael Cooper,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,United States Senator,Cristina Tzintzun Ramirez,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,United States Senator,"Annie ""Mamá"" Garcia",0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,United States Senator,Victor Hugo Harris,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,United States Senator,Jack Daniel Foster Jr,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,United States Senator,"Mary ""MJ"" Hegar",0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,United States Senator,D. R. Hunter,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,United States Senator,Chris Bell,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,United States Senator,Amanda K. Edwards,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,"United States Representative, District No. 13",Greg Sagan,0,1,1,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,"United States Representative, District No. 13",Gus Trujillo,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,"United States Representative, District No. 13",Timothy W. Gassaway,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,Railroad Commissioner,Chrysta Castañeda,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,Railroad Commissioner,Mark Watson,0,1,1,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,Railroad Commissioner,Kelly Stone,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,"Chief Justice, Supreme Court",Jerry Zimmerer,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,"Chief Justice, Supreme Court",Amy Clark Meachum,0,1,1,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,"Justice, Supreme Court, Place 6 - Unexpired Term",Kathy Cheng,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,"Justice, Supreme Court, Place 6 - Unexpired Term",Larry Praeger,0,1,1,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,"Justice, Supreme Court, Place 7",Staci Williams,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,"Justice, Supreme Court, Place 7",Brandy Voss,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,"Justice, Supreme Court, Place 8",Gisela D. Triana,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,"Justice, Supreme Court, Place 8",Peter Kelly,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,"Judge, Court of Criminal Appeals, Place 3",William Pieratt Demond,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,"Judge, Court of Criminal Appeals, Place 3",Dan Wood,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,"Judge, Court of Criminal Appeals, Place 4",Steven Miears,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,"Member, State Board of Education, District 15",John Betancourt,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,"State Representative, District 68",Patsy Ledbetter,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,Sheriff,Julian M. Torres,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,Proposition #1,Yes,0,1,1,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,Proposition #1,No,0,1,1,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,Proposition #2,Yes,0,2,2,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,Proposition #2,No,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,Proposition #3,Yes,0,1,1,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,Proposition #3,No,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,Proposition #4,Yes,0,2,2,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,Proposition #4,No,0,0,0,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,Proposition #5,Yes,0,2,2,0
Wheeler County,3/3/2020,Primary ,,,7 - DEM,122,Proposition #5,No,0,0,0,0
